Time [ms],Ox High (FLowmeter),Ox Low (Flowmeter),Eth High (Flowmeter),Eth Low (Flowmeter),Eth Chamber Pres.,Ox Chamber Pres.,Chamber Pres.,Load Cell,Thermocouple [C]
363766,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,31.25
363866,750.61,753.58,497.64,493.52,2.23,2.23,5.26,0,31.25
363967,747.03,753.58,494.26,493.52,2.23,2.23,5.26,0,31
364068,747.03,757.19,497.64,496.93,2.23,-0.79,5.26,0,31.25
364169,750.61,753.58,497.64,490.1,2.23,2.23,5.26,0,31.25
364270,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,31.25
364371,747.03,757.19,497.64,493.52,-0.79,2.23,5.26,0,31.25
364472,747.03,753.58,497.64,493.52,2.23,2.23,8.28,0,31.25
364574,747.03,760.8,497.64,493.52,2.23,2.23,5.26,0,31
364675,750.61,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
364776,747.03,753.58,497.64,493.52,-3.81,2.23,5.26,0,31.25
364876,747.03,753.58,497.64,493.52,-0.79,-0.79,5.26,0,31.25
364977,747.03,753.58,497.64,493.52,-0.79,5.26,2.23,0,31
365078,750.61,757.19,501.01,493.52,-0.79,2.23,5.26,0,31.25
365179,747.03,757.19,497.64,490.1,2.23,11.3,5.26,0,31
365281,747.03,757.19,494.26,493.52,-0.79,2.23,5.26,0,31
365382,750.61,753.58,497.64,493.52,2.23,2.23,2.23,0,31
365483,747.03,757.19,497.64,493.52,-0.79,5.26,5.26,0,31.25
365583,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
365684,747.03,757.19,497.64,493.52,2.23,2.23,5.26,0,31
365785,747.03,753.58,494.26,493.52,-0.79,2.23,-0.79,0,31
365886,750.61,753.58,497.64,493.52,2.23,5.26,5.26,0,31.25
365987,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,31
366088,747.03,753.58,497.64,493.52,-0.79,5.26,2.23,0,31
366189,750.61,753.58,494.26,493.52,-0.79,2.23,8.28,0,31
366291,747.03,753.58,497.64,493.52,-0.79,2.23,8.28,0,31
366391,747.03,753.58,497.64,493.52,2.23,5.26,5.26,0,31
366492,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
366593,747.03,753.58,497.64,496.93,-0.79,2.23,5.26,0,31
366694,747.03,753.58,497.64,493.52,2.23,-0.79,5.26,0,31
366795,747.03,757.19,501.01,493.52,2.23,2.23,2.23,0,31
366896,747.03,753.58,497.64,496.93,-0.79,5.26,5.26,0,31
366998,750.61,757.19,494.26,493.52,2.23,2.23,5.26,0,31
367099,747.03,757.19,497.64,493.52,-0.79,-0.79,2.23,0,31
367200,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
367300,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
367401,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,31
367502,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,31
367603,747.03,753.58,497.64,490.1,-0.79,2.23,8.28,0,31
367704,747.03,757.19,497.64,496.93,2.23,2.23,5.26,0,31
367805,743.44,753.58,494.26,493.52,2.23,2.23,5.26,0,31
367907,750.61,757.19,497.64,493.52,-0.79,5.26,2.23,0,31
368008,747.03,757.19,490.88,493.52,-0.79,2.23,5.26,0,31
368109,750.61,753.58,497.64,493.52,-0.79,14.33,5.26,0,31
368209,747.03,757.19,497.64,493.52,2.23,5.26,5.26,0,31
368310,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,31
368411,747.03,753.58,497.64,493.52,-0.79,2.23,2.23,0,31
368512,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
368613,747.03,753.58,494.26,493.52,-0.79,5.26,5.26,0,31
368715,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
368816,747.03,753.58,497.64,496.93,-0.79,-0.79,-12.88,0,31
368916,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,31
369017,747.03,753.58,494.26,493.52,-0.79,2.23,2.23,0,31
369118,743.44,753.58,497.64,490.1,2.23,5.26,5.26,0,31
369219,747.03,753.58,497.64,490.1,-0.79,5.26,5.26,0,31
369320,747.03,753.58,497.64,493.52,-3.81,2.23,2.23,0,31
369421,747.03,753.58,497.64,493.52,2.23,2.23,8.28,0,31
369523,747.03,753.58,497.64,490.1,2.23,-0.79,5.26,0,31
369624,747.03,757.19,497.64,493.52,2.23,2.23,5.26,0,31
369724,747.03,760.8,494.26,493.52,-0.79,2.23,5.26,0,31
369825,743.44,753.58,490.88,493.52,-0.79,2.23,5.26,0,31
369926,747.03,753.58,497.64,493.52,-0.79,8.28,2.23,0,31
370027,747.03,757.19,497.64,493.52,-0.79,2.23,5.26,0,31
370128,743.44,753.58,497.64,493.52,-0.79,5.26,5.26,0,31
370229,747.03,753.58,494.26,493.52,-3.81,2.23,2.23,0,31
370331,747.03,753.58,497.64,493.52,2.23,5.26,5.26,0,31
370432,747.03,753.58,497.64,493.52,5.26,-0.79,8.28,0,31
370533,747.03,757.19,494.26,493.52,2.23,-0.79,5.26,0,31
370633,747.03,753.58,494.26,493.52,-0.79,2.23,2.23,0,31
370735,747.03,753.58,501.01,493.52,-6.84,5.26,8.28,0,31
370835,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
370936,747.03,757.19,497.64,493.52,-3.81,2.23,5.26,0,31
371037,747.03,753.58,494.26,493.52,-0.79,-0.79,5.26,0,31
371139,747.03,753.58,494.26,490.1,-3.81,5.26,5.26,0,31
371240,747.03,753.58,497.64,496.93,-0.79,2.23,5.26,0,31
371341,747.03,753.58,494.26,493.52,-3.81,2.23,5.26,0,31
371441,747.03,757.19,497.64,493.52,5.26,-0.79,2.23,0,31
371542,743.44,753.58,497.64,496.93,-0.79,-0.79,2.23,20.89,31
371643,747.03,757.19,497.64,490.1,-0.79,2.23,5.26,0,31
371744,747.03,753.58,501.01,490.1,-0.79,5.26,2.23,0,31
371845,747.03,753.58,494.26,493.52,2.23,8.28,5.26,0,31
371946,747.03,757.19,494.26,493.52,2.23,2.23,-0.79,0,31
372048,750.61,753.58,497.64,493.52,-0.79,8.28,2.23,0,31
372149,747.03,757.19,501.01,496.93,-0.79,5.26,5.26,0,31
372249,747.03,753.58,497.64,493.52,-3.81,-0.79,5.26,0,31
372350,747.03,757.19,494.26,493.52,-0.79,-9.86,2.23,0,31
372451,743.44,753.58,494.26,493.52,-21.95,2.23,2.23,0,31
372552,747.03,753.58,497.64,490.1,2.23,2.23,20.37,0,31
372653,743.44,753.58,497.64,493.52,2.23,2.23,2.23,0,31
372754,747.03,757.19,497.64,493.52,-0.79,2.23,5.26,0,31
372856,747.03,753.58,497.64,493.52,-0.79,5.26,8.28,0,30.75
372956,743.44,753.58,497.64,493.52,2.23,2.23,5.26,0,31
373057,747.03,753.58,494.26,493.52,-0.79,-0.79,5.26,0,31
373158,747.03,753.58,497.64,490.1,-0.79,5.26,2.23,0,31
373259,704.01,757.19,494.26,493.52,-0.79,2.23,2.23,0,31
373360,747.03,753.58,497.64,493.52,-0.79,5.26,8.28,0,31
373461,747.03,757.19,497.64,493.52,-0.79,2.23,8.28,0,30.75
373563,743.44,753.58,494.26,493.52,2.23,2.23,5.26,0,31
373664,747.03,753.58,497.64,493.52,-0.79,2.23,8.28,0,31
373764,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,20.89,31
373865,747.03,757.19,497.64,493.52,2.23,-0.79,5.26,0,31
373966,747.03,757.19,490.88,493.52,2.23,-0.79,5.26,0,31
374067,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
374168,750.61,753.58,494.26,493.52,-0.79,-6.84,8.28,0,30.75
374269,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,30.75
374371,747.03,753.58,497.64,493.52,2.23,2.23,2.23,0,30.75
374472,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
374572,747.03,757.19,497.64,493.52,-0.79,2.23,2.23,0,31
374673,743.44,753.58,497.64,493.52,-0.79,2.23,2.23,0,30.75
374774,747.03,757.19,497.64,496.93,2.23,5.26,5.26,0,30.75
374875,743.44,753.58,497.64,496.93,2.23,5.26,5.26,0,31
374976,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
375078,747.03,753.58,494.26,493.52,2.23,2.23,5.26,0,30.75
375178,747.03,757.19,497.64,496.93,-0.79,2.23,8.28,0,30.75
375279,747.03,753.58,497.64,493.52,2.23,5.26,5.26,0,30.75
375380,747.03,753.58,497.64,493.52,-3.81,-0.79,5.26,0,30.75
375481,747.03,753.58,501.01,493.52,-0.79,2.23,5.26,0,31
375582,747.03,753.58,497.64,496.93,2.23,2.23,2.23,0,31
375683,747.03,753.58,494.26,493.52,2.23,5.26,5.26,0,30.75
375784,747.03,753.58,494.26,493.52,2.23,2.23,5.26,0,30.75
375886,747.03,753.58,501.01,493.52,-0.79,5.26,5.26,0,31
375986,747.03,757.19,497.64,493.52,-0.79,2.23,2.23,0,30.75
376088,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,31
376189,747.03,757.19,497.64,493.52,2.23,2.23,5.26,0,31
376289,743.44,753.58,497.64,493.52,-0.79,2.23,8.28,0,30.75
376390,747.03,753.58,494.26,493.52,2.23,2.23,11.3,0,31
376492,750.61,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
376593,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
376693,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
376794,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
376895,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
376996,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,30.75
377097,747.03,757.19,497.64,493.52,-3.81,2.23,5.26,0,30.75
377198,747.03,749.97,497.64,493.52,-0.79,2.23,5.26,0,31
377300,743.44,753.58,497.64,493.52,-0.79,-0.79,5.26,0,30.75
377400,747.03,753.58,494.26,493.52,-0.79,8.28,8.28,0,30.75
377501,747.03,753.58,494.26,493.52,-0.79,2.23,8.28,0,30.75
377602,743.44,753.58,497.64,493.52,2.23,2.23,2.23,0,30.75
377703,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
377804,747.03,757.19,497.64,493.52,-0.79,2.23,5.26,0,31
377906,747.03,757.19,497.64,493.52,2.23,5.26,5.26,0,30.75
378006,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,30.75
378107,747.03,753.58,494.26,493.52,2.23,2.23,8.28,0,31
378208,747.03,753.58,497.64,493.52,-0.79,2.23,2.23,0,31
378309,747.03,757.19,494.26,493.52,2.23,2.23,5.26,0,31
378410,747.03,753.58,497.64,496.93,2.23,2.23,2.23,0,31
378511,747.03,757.19,501.01,490.1,2.23,2.23,8.28,0,31
378613,747.03,753.58,497.64,493.52,-0.79,-0.79,5.26,0,30.75
378714,747.03,757.19,501.01,493.52,-0.79,2.23,5.26,0,31
378814,743.44,757.19,497.64,493.52,-0.79,2.23,5.26,0,31
378915,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,31
379016,743.44,753.58,497.64,493.52,-0.79,-0.79,5.26,0,31
379117,747.03,753.58,494.26,493.52,2.23,2.23,5.26,0,31
379219,743.44,753.58,494.26,493.52,2.23,2.23,5.26,0,31
379319,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
379420,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
379521,743.44,757.19,497.64,493.52,-0.79,2.23,2.23,0,31
379622,743.44,753.58,494.26,493.52,-0.79,32.47,5.26,0,31
379723,747.03,753.58,494.26,493.52,-0.79,2.23,2.23,0,31
379825,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
379926,747.03,753.58,497.64,493.52,2.23,-0.79,5.26,0,31
380026,747.03,757.19,497.64,493.52,2.23,2.23,5.26,0,31
380127,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
380228,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
380329,747.03,753.58,497.64,496.93,-0.79,2.23,5.26,0,31
380431,747.03,753.58,497.64,496.93,2.23,2.23,11.3,0,31
380532,739.86,753.58,497.64,493.52,2.23,2.23,5.26,0,31
380632,743.44,757.19,497.64,490.1,2.23,2.23,5.26,0,31
380733,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
380834,743.44,753.58,497.64,493.52,-0.79,2.23,2.23,0,31
380935,743.44,753.58,497.64,493.52,2.23,2.23,5.26,0,31
381036,743.44,753.58,497.64,493.52,5.26,2.23,8.28,0,31
381138,747.03,753.58,501.01,496.93,5.26,2.23,5.26,0,30.75
381239,747.03,753.58,497.64,493.52,2.23,5.26,2.23,0,31
381339,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
381440,743.44,757.19,497.64,493.52,-0.79,2.23,5.26,0,31
381541,743.44,757.19,497.64,493.52,-6.84,2.23,5.26,0,31
381642,747.03,757.19,497.64,493.52,-0.79,2.23,5.26,0,31
381744,750.61,757.19,497.64,493.52,-0.79,5.26,5.26,0,30.75
381845,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,31
381945,743.44,753.58,497.64,496.93,2.23,2.23,5.26,0,31
382046,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,31
382148,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
382248,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,31
382349,747.03,753.58,497.64,496.93,-0.79,2.23,2.23,0,31
382450,747.03,753.58,497.64,493.52,-0.79,11.3,8.28,0,31
382552,747.03,753.58,497.64,490.1,2.23,-0.79,5.26,0,31
382653,747.03,757.19,494.26,493.52,-0.79,2.23,5.26,0,31
382753,743.44,753.58,494.26,493.52,2.23,2.23,5.26,0,31
382854,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
382955,747.03,753.58,497.64,493.52,2.23,5.26,5.26,0,31
383056,747.03,757.19,497.64,493.52,-0.79,2.23,8.28,0,31
383158,743.44,749.97,494.26,493.52,-6.84,2.23,5.26,0,31
383258,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
383359,747.03,753.58,494.26,493.52,2.23,2.23,11.3,0,31
383460,747.03,753.58,497.64,493.52,2.23,5.26,5.26,0,31
383561,743.44,753.58,497.64,493.52,-0.79,-0.79,5.26,0,31
383662,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,31
383763,743.44,757.19,497.64,493.52,2.23,5.26,5.26,0,31
383864,747.03,753.58,494.26,493.52,-0.79,5.26,5.26,0,31
383965,743.44,753.58,494.26,493.52,5.26,2.23,2.23,0,31
384066,743.44,753.58,494.26,493.52,5.26,-0.79,5.26,0,31
384168,747.03,757.19,497.64,493.52,-0.79,5.26,5.26,0,31
384268,743.44,753.58,494.26,493.52,2.23,5.26,5.26,0,31
384369,747.03,753.58,497.64,493.52,-0.79,2.23,2.23,0,31
384470,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,31
384571,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,31
384672,743.44,757.19,497.64,493.52,2.23,2.23,5.26,0,31
384773,747.03,753.58,497.64,496.93,-0.79,2.23,8.28,0,31
384874,750.61,753.58,497.64,493.52,2.23,2.23,2.23,0,31
384975,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
385077,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,31
385178,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
385278,743.44,753.58,494.26,493.52,17.35,2.23,5.26,0,31
385379,747.03,753.58,497.64,490.1,-0.79,2.23,2.23,0,31
385480,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,31
385582,743.44,753.58,497.64,493.52,-0.79,2.23,8.28,0,31
385682,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,31
385783,747.03,753.58,497.64,493.52,-9.86,2.23,5.26,0,31
385884,747.03,753.58,494.26,496.93,-0.79,2.23,5.26,0,31
385985,747.03,757.19,497.64,493.52,-0.79,2.23,2.23,0,31
386087,747.03,753.58,494.26,490.1,2.23,2.23,5.26,0,31
386187,743.44,753.58,497.64,493.52,2.23,2.23,11.3,0,31
386288,747.03,749.97,497.64,493.52,-0.79,2.23,5.26,0,31
386389,747.03,753.58,497.64,490.1,2.23,2.23,5.26,0,31
386490,739.86,753.58,494.26,493.52,14.33,5.26,2.23,0,31
386591,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,31
386693,743.44,753.58,497.64,493.52,-0.79,5.26,8.28,0,31
386793,743.44,753.58,494.26,493.52,2.23,2.23,5.26,0,31
386894,743.44,753.58,497.64,493.52,-0.79,2.23,8.28,0,31
386995,747.03,753.58,497.64,493.52,-3.81,2.23,5.26,0,31
387097,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
387198,743.44,753.58,497.64,490.1,2.23,2.23,5.26,0,31
387298,743.44,753.58,494.26,493.52,2.23,5.26,5.26,0,31
387399,747.03,757.19,497.64,493.52,-0.79,-6.84,2.23,0,30.75
387500,743.44,753.58,497.64,490.1,-0.79,8.28,5.26,0,31
387601,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,31
387702,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,30.75
387803,743.44,753.58,494.26,493.52,-0.79,2.23,5.26,0,30.75
387904,747.03,753.58,501.01,493.52,-0.79,2.23,5.26,0,31
388005,747.03,753.58,497.64,493.52,2.23,2.23,2.23,0,30.75
388107,747.03,753.58,497.64,496.93,2.23,-0.79,5.26,0,30.75
388208,747.03,753.58,494.26,493.52,2.23,5.26,5.26,0,30.75
388308,743.44,753.58,494.26,493.52,-0.79,5.26,5.26,0,31
388409,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
388511,747.03,753.58,497.64,493.52,-0.79,2.23,2.23,0,30.75
388611,747.03,753.58,490.88,493.52,2.23,5.26,5.26,0,31
388712,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,31
388813,747.03,753.58,494.26,493.52,-0.79,5.26,2.23,0,31
388914,747.03,749.97,497.64,493.52,-0.79,5.26,-3.81,0,31
389015,743.44,753.58,497.64,493.52,2.23,2.23,8.28,0,30.75
389117,747.03,753.58,497.64,490.1,2.23,2.23,5.26,0,31
389217,747.03,757.19,494.26,493.52,-0.79,2.23,5.26,0,30.75
389318,747.03,753.58,497.64,493.52,2.23,2.23,11.3,0,30.75
389419,743.44,753.58,497.64,493.52,-0.79,2.23,32.47,0,31
389520,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,30.75
389622,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
389722,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
389823,743.44,753.58,497.64,493.52,2.23,5.26,5.26,0,30.75
389924,743.44,753.58,494.26,493.52,2.23,5.26,5.26,0,30.75
390025,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,30.75
390126,747.03,753.58,494.26,493.52,-0.79,2.23,11.3,0,31
390228,747.03,753.58,497.64,493.52,11.3,2.23,8.28,0,31
390328,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
390429,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,30.75
390530,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,30.75
390632,743.44,753.58,494.26,493.52,-0.79,2.23,5.26,0,30.75
390732,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
390833,747.03,757.19,497.64,493.52,-0.79,11.3,5.26,0,31
390934,743.44,757.19,497.64,493.52,11.3,2.23,5.26,0,30.75
391035,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,30.75
391136,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,30.75
391237,743.44,753.58,497.64,493.52,2.23,5.26,5.26,0,30.75
391338,743.44,753.58,497.64,493.52,2.23,5.26,8.28,0,30.75
391439,743.44,757.19,497.64,493.52,-0.79,2.23,8.28,0,30.75
391541,747.03,753.58,501.01,493.52,2.23,2.23,5.26,0,30.75
391642,747.03,753.58,497.64,493.52,-0.79,-0.79,2.23,0,30.75
391743,747.03,757.19,494.26,493.52,2.23,2.23,8.28,0,30.75
391844,743.44,753.58,497.64,493.52,-0.79,5.26,5.26,0,30.75
391944,743.44,753.58,494.26,493.52,-0.79,5.26,8.28,0,30.75
392045,747.03,753.58,497.64,493.52,-0.79,5.26,2.23,0,30.75
392146,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
392247,743.44,753.58,494.26,493.52,-0.79,2.23,5.26,0,30.75
392348,747.03,753.58,497.64,496.93,2.23,2.23,5.26,0,30.75
392450,743.44,753.58,497.64,493.52,2.23,2.23,14.33,0,30.75
392551,747.03,753.58,497.64,493.52,-0.79,2.23,2.23,0,30.75
392651,747.03,753.58,497.64,493.52,-0.79,2.23,2.23,0,30.75
392752,743.44,753.58,497.64,493.52,2.23,2.23,5.26,0,30.75
392853,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
392954,743.44,749.97,497.64,490.1,-6.84,2.23,5.26,0,30.75
393055,747.03,753.58,494.26,493.52,2.23,2.23,5.26,0,30.75
393157,743.44,753.58,497.64,493.52,-0.79,2.23,8.28,0,30.75
393257,747.03,753.58,497.64,493.52,-3.81,2.23,2.23,0,30.75
393358,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,30.75
393459,747.03,757.19,497.64,496.93,-0.79,2.23,5.26,0,30.75
393561,747.03,753.58,494.26,493.52,2.23,5.26,2.23,0,30.75
393662,747.03,757.19,494.26,493.52,2.23,2.23,17.35,0,30.75
393762,747.03,753.58,497.64,490.1,2.23,-6.84,5.26,0,30.75
393863,743.44,753.58,497.64,490.1,-0.79,5.26,2.23,0,30.75
393964,747.03,753.58,497.64,493.52,-3.81,2.23,5.26,0,30.75
394065,747.03,753.58,494.26,493.52,-0.79,-0.79,5.26,0,30.75
394167,747.03,753.58,497.64,493.52,-0.79,5.26,5.26,0,30.75
394267,747.03,757.19,497.64,493.52,2.23,5.26,5.26,0,30.75
394368,747.03,757.19,497.64,493.52,-0.79,2.23,8.28,0,30.75
394469,747.03,753.58,494.26,493.52,-3.81,5.26,8.28,0,30.75
394570,747.03,753.58,497.64,493.52,2.23,5.26,5.26,0,30.75
394672,743.44,753.58,497.64,493.52,-0.79,2.23,2.23,0,30.75
394772,743.44,753.58,497.64,493.52,-0.79,5.26,5.26,0,30.75
394873,743.44,753.58,497.64,493.52,5.26,2.23,26.42,0,30.75
394974,743.44,753.58,494.26,493.52,2.23,5.26,5.26,0,30.75
395075,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
395177,747.03,753.58,497.64,490.1,-0.79,2.23,5.26,0,30.75
395277,743.44,753.58,497.64,493.52,2.23,-0.79,2.23,0,30.75
395378,750.61,753.58,494.26,493.52,2.23,2.23,8.28,0,30.75
395479,747.03,753.58,497.64,493.52,2.23,2.23,5.26,0,30.75
395580,743.44,753.58,494.26,490.1,-0.79,2.23,8.28,0,30.75
395681,743.44,753.58,494.26,493.52,5.26,-0.79,2.23,0,30.75
395782,743.44,753.58,497.64,493.52,2.23,8.28,5.26,0,30.75
395883,747.03,753.58,494.26,493.52,2.23,2.23,8.28,0,30.75
395984,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,30.75
396086,743.44,749.97,497.64,493.52,-9.86,2.23,5.26,0,30.75
396187,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
396287,743.44,753.58,494.26,490.1,-0.79,5.26,5.26,0,30.75
396388,747.03,753.58,494.26,493.52,-0.79,5.26,8.28,0,30.75
396489,743.44,753.58,494.26,493.52,-0.79,2.23,8.28,0,30.75
396590,747.03,753.58,497.64,493.52,2.23,5.26,5.26,0,30.75
396692,747.03,753.58,497.64,493.52,-6.84,2.23,5.26,0,30.75
396792,747.03,753.58,497.64,490.1,-0.79,2.23,5.26,0,30.75
396893,747.03,753.58,497.64,500.34,-0.79,2.23,5.26,0,30.75
396994,747.03,753.58,497.64,493.52,2.23,5.26,8.28,0,30.75
397095,747.03,753.58,497.64,493.52,-0.79,5.26,8.28,0,30.75
397197,743.44,753.58,497.64,490.1,-0.79,5.26,5.26,0,30.75
397297,743.44,753.58,494.26,490.1,-0.79,5.26,8.28,0,30.75
397398,743.44,753.58,494.26,493.52,-0.79,-0.79,5.26,0,30.75
397499,743.44,753.58,494.26,493.52,-0.79,2.23,8.28,0,30.75
397600,747.03,753.58,497.64,490.1,-0.79,5.26,8.28,0,30.75
397702,747.03,753.58,494.26,493.52,2.23,5.26,17.35,0,30.75
397802,747.03,753.58,494.26,493.52,-0.79,2.23,5.26,0,30.75
397903,747.03,753.58,497.64,493.52,5.26,5.26,5.26,0,30.75
398004,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
398105,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
398207,743.44,753.58,497.64,493.52,-0.79,2.23,14.33,0,30.75
398307,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.5
398408,743.44,749.97,497.64,493.52,-0.79,2.23,5.26,0,30.5
398509,747.03,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.5
398611,743.44,753.58,497.64,493.52,-0.79,-0.79,5.26,0,30.75
398712,743.44,753.58,497.64,490.1,2.23,2.23,2.23,0,30.5
398812,747.03,753.58,494.26,493.52,2.23,5.26,5.26,0,30.5
398913,743.44,749.97,497.64,493.52,-0.79,-0.79,5.26,0,30.5
399014,743.44,753.58,497.64,493.52,2.23,2.23,8.28,0,30.5
399116,747.03,757.19,494.26,496.93,-0.79,5.26,8.28,0,30.5
399217,743.44,749.97,497.64,493.52,2.23,2.23,5.26,0,30.5
399317,743.44,753.58,494.26,490.1,-0.79,2.23,5.26,20.89,30.75
399418,743.44,753.58,497.64,493.52,2.23,5.26,5.26,0,30.5
399519,747.03,753.58,497.64,493.52,2.23,5.26,5.26,0,30.5
399621,743.44,753.58,494.26,493.52,2.23,2.23,11.3,0,30.5
399722,747.03,753.58,497.64,493.52,-0.79,-0.79,5.26,0,30.5
399822,743.44,753.58,497.64,496.93,2.23,5.26,5.26,0,30.5
399923,743.44,753.58,494.26,493.52,-0.79,5.26,2.23,0,30.5
400024,747.03,749.97,494.26,493.52,2.23,5.26,5.26,0,30.5
400126,747.03,753.58,494.26,493.52,2.23,2.23,5.26,0,30.75
400226,743.44,753.58,497.64,493.52,2.23,5.26,5.26,0,30.75
400327,747.03,757.19,497.64,493.52,-0.79,5.26,2.23,0,30.5
400428,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.5
400530,747.03,753.58,494.26,496.93,-0.79,-0.79,5.26,0,30.75
400630,743.44,753.58,497.64,493.52,-0.79,2.23,5.26,0,30.75
400731,747.03,749.97,494.26,493.52,2.23,8.28,5.26,0,30.75
400832,743.44,753.58,497.64,493.52,-0.79,5.26,5.26,0,30.5
400934,743.44,749.97,494.26,493.52,2.23,5.26,5.26,0,30.75
401035,743.44,753.58,497.64,493.52,-0.79,5.26,5.26,0,30.5
401135,747.03,753.58,494.26,493.52,2.23,8.28,5.26,0,30.5
401237,743.44,753.58,497.64,490.1,-6.84,2.23,5.26,0,30.5
401337,743.44,753.58,497.64,493.52,2.23,5.26,5.26,0,30.75
401439,747.03,753.58,497.64,493.52,2.23,-0.79,5.26,0,30.75
401540,743.44,753.58,494.26,493.52,-0.79,2.23,5.26,0,30.5
401640,743.44,753.58,497.64,493.52,2.23,-0.79,5.26,0,30.5
401741,747.03,753.58,494.26,493.52,-0.79,5.26,11.3,0,30.75
401842,743.44,753.58,497.64,493.52,-0.79,5.26,2.23,0,30.5
