x,SL,4000,8000,12000,16000,20000,24000,28000,31000,37,30,20,10,0,-10,-20,-30
-1.3234,151.7399,-9.6972,113.5454,95.9192,76.9807,60.9185,46.9952,34.7874,27.3025,32.2223,42.5859,61.392,81.3076,105.5227,140.8959,171.152,190.6381
1.1392,147.4259,39.7642,110.0167,92.2106,73.8931,58.148,44.2029,32.7146,25.4614,33.4314,43.9932,62.9957,83.501,108.1387,146.2275,176.1763,194.5465
3.3719,143.531,72.8932,106.8164,88.8666,71.0841,55.7473,41.6705,30.8571,23.7882,34.622,45.3555,64.3997,85.5062,110.3992,151.1545,180.7648,198.0895
3.7699,142.8384,77.7343,106.2456,88.2732,70.5832,55.324,41.2209,30.5274,23.4895,34.8394,45.6149,64.6501,85.8643,110.7917,152.0414,181.586,198.7212
4.6893,141.2409,87.7674,104.9271,86.9071,69.4274,54.3483,40.186,29.7677,22.799,35.3459,46.2423,65.232,86.6914,111.687,154.0988,183.486,200.1801
6.9588,137.3117,106.1846,101.6689,83.5725,66.5904,51.9473,37.6629,27.8996,21.0913,36.6164,47.9474,66.7111,88.7192,113.8347,159.2287,188.1963,203.7812
7.5586,136.2768,109.6701,100.8067,82.7049,65.8478,51.3137,37.006,27.4073,20.6391,36.9558,48.4092,67.1184,89.2469,114.3889,160.596,189.4457,204.733
8.1617,135.2378,119.4546,99.9393,81.8413,65.1061,50.677,36.3506,26.9128,20.184,37.2984,48.8627,67.536,89.7719,114.9408,161.9753,190.7039,205.69
8.6252,134.4407,118.684,99.2728,81.1843,64.5407,50.1879,35.8508,26.5333,19.8341,37.5623,49.2006,67.8618,90.171,115.3615,163.0381,191.6719,206.4253
9.1428,133.5515,117.8308,98.5286,80.4577,63.9147,49.6418,35.2967,26.1096,19.443,37.8578,49.5662,68.2302,90.6119,115.8281,164.2282,192.7543,207.2467
12.557,127.7229,112.2713,93.628,75.8394,59.9582,46.043,31.7787,23.3232,16.856,39.8205,51.7806,70.7281,93.3658,118.8256,172.1512,199.9242,212.6634
12.6967,127.4859,112.045,93.4277,75.638,59.8024,45.8958,31.6406,23.2094,16.7498,39.9012,51.8677,70.8308,93.4724,118.9456,172.478,200.2187,212.8851
12.7891,127.3291,111.8953,93.2952,75.5001,59.6995,45.7985,31.5495,23.1341,16.6796,39.9546,51.9252,70.8987,93.5426,119.0248,172.6943,200.4136,213.0317
14.7773,123.9706,108.6793,90.4414,72.59,57.5047,43.7042,29.6501,21.5168,15.166,41.1049,53.1536,72.3401,95.0088,120.7111,177.3664,204.6141,216.1859
15.3334,123.0361,107.7809,89.6409,71.853,56.8906,43.1185,29.141,21.065,14.7417,41.4271,53.4965,72.7342,95.4065,121.1766,178.6796,205.7918,217.0681
15.6643,122.4812,107.2464,89.1638,71.4208,56.5239,42.77,28.843,20.7962,14.4891,41.6188,53.7007,72.9667,95.641,121.4524,179.4624,206.4932,217.5931
16.2764,121.4569,106.2582,88.28,70.6293,55.8427,42.1254,28.3021,20.2993,14.0213,41.9735,54.0797,73.3933,96.0709,121.9603,180.9126,207.7917,218.5641
16.4621,121.1467,105.9585,88.0115,70.3906,55.6353,41.9299,28.1407,20.1486,13.8793,42.0812,54.195,73.5218,96.2004,122.1138,181.3532,208.1859,218.8587
